syllable,idf
bhyo,485
rkyang,484
manda,483
dho,483
bu'ang,483
dhya,482
snag,481
tr'am,481
d'ur,480
tsandra,479
ngus,479
'phur,479
tshab,479
mo'am,477
'khon,477
rya,477
bsgrag,475
bhri,475
bsgrims,474
dhva,474
nyo,473
ldong,472
'i,472
zo,470
bkas,470
skyod,470
bkye,470
lu'i,469
bslu,469
rtsib,468
nyed,467
sgang,467
mangs,466
phral,466
gzud,466
kum,465
brdzes,465
gzhog,464
zlas,464
rlan,463
gyes,463
sth'a,463
dkri,463
sbos,463
tsog,461
snabs,461
dr'a,461
bsham,461
kye'i,461
skyer,460
dugs,460
khanda,458
sdes,457
dzu,457
tres,457
'gron,456
btu,456
gyad,455
gyu,454
dkyus,453
brtas,452
dpyangs,452
bska,452
ya',450
yoo,450
bhra,449
gshog,449
'da'o,448
rdzus,448
'dzem,447
dmus,447
h'u,446
shang,445
cigde,445
chig,444
pradzny'a,443
pre,442
sga,441
mgal,439
'doms,438
bsdoms,437
snad,437
rje'u,437
gseb,436
brdabs,435
te'o,435
gzas,434
dengs,434
gand'i,434
bskrun,433
pa'ode,432
pang,432
bsgo'o,432
gcugs,431
dbral,431
hud,431
'dzeg,430
lhang,430
zhe'am,430
bltams,429
gzims,428
dzo,428
phangs,428
them,427
gre,427
brkus,427
rngo,426
brtol,426
'dzegs,426
dru,426
ait,426
bya'am,426
mandal,425
snyun,424
lcogs,424
lteng,423
bsrings,423
rting,423
phru,423
rjed,423
shod,422
tas,422
rgyam,421
dga'o,421
dgu'o,421
sder,421
dzha,421
spungs,421
sthi,420
kla,420
yer,419
bkren,417
gzhogs,416
a'am,415
spring,415
padma'o,414
shigde,414
cha'o,412
lcag,411
les,410
ni'o,409
'bangs,409
shinytsa,408
bh'i,408
b'an,407
skrangs,407
'bogs,406
'dag,406
dod,406
jo,405
spyo,405
dro'i,403
brtsad,403
skran,403
'byang,402
rdu,402
dhri,401
kyal,401
spags,401
khri'u,400
bgrangs,399
spra,399
aata,399
'khyam,399
'go,398
mna',398
gzings,397
gtubs,397
dagces,397
ra'o,396
dge'i,396
nyag,396
kshu,393
gral,393
dharmma,393
brgyus,392
brtsi,392
'bur,392
bla'i,391
skong,390
dgab,389
satv'a,388
rid,388
bzo'i,387
khyo,387
nem,386
bkri,385
slan,385
lces,385
bkal,385
dpang,385
tshags,384
d'urya'i,384
dngang,382
ya'o,381
'khyog,381
rtug,381
pushpa,380
lnga'am,380
sode,379
re'u,379
btsags,379
spho,379
shur,379
bsre,379
mkhregs,378
gho,378
'khob,378
gseg,378
stu,378
'ur,377
sas,377
ngad,377
ghu,375
brdegs,375
glu'i,374
snas,374
mtshos,374
sngas,373
myangs,372
bhy'a,372
lcang,372
dmu,372
klong,372
tvam,372
dgus,371
drags,371
aita,369
cur,369
rakta,368
sod,368
brdas,368
ne'u,368
tsa'i,367
badzr'a,367
nir,367
gatstsha,364
bskyal,364
lya,364
dros,363
darsha,363
tye,363
tshing,362
gr'a,362
sh'am,361
padmas,361
'jo,361
san,361
bsdogs,359
kru,359
red,359
brjes,358
ze'u,358
dom,357
sgyid,357
stam,356
men,356
mchid,356
bstsal,356
btsod,355
gris,354
snye,352
aatsa,352
'dzugs,352
re'o,352
dgye,351
gag,351
he'i,351
du'am,351
das,351
lha'am,350
bzhi'am,350
dzya,350
kr'i,349
bcabs,348
siddha,348
glengs,347
khug,347
sha'o,347
shu'i,347
dznya,346
rngon,346
byu,346
'gras,345
skems,345
dy'a,344
khol,344
buddh'a,344
bya'ode,343
spyar,343
dh'a'i,341
rdung,341
ge'o,341
yir,340
ngo'i,340
kim,340
mthol,339
mee,339
'byar,339
manydzu,338
khy'a,336
pukka,336
sgog,336
tshems,335
bul,335
rtsar,335
rdog,334
gshibs,333
ngu'o,333
go'u,332
lda,332
'ja',331
sto,331
'tsher,330
dve,329
dbye'o,328
sul,328
rum,328
gu'o,328
do'i,328
dba',327
srod,327
skye'i,327
spha,327
gags,327
dham,326
'dzer,326
stengs,326
skrang,325
mkhur,324
'thag,324
rdo'i,324
garbha,324
sgrubs,324
tr'i,324
sle,323
snyegs,323
aar,323
badzri,322
ba'i'o,321
ain,320
wi,320
rode,318
rba,318
'dzums,318
rdzab,318
stha,318
ldum,318
spyor,317
roo,317
bgyi'am,317
mthu'i,317
rlag,316
kalpa,316
btsums,316
mra'i,316
brje,316
sye,316
ldem,316
srul,315
mgor,315
phrom,315
bsnyungs,314
tsheg,314
mda'i,313
blor,313
gtar,313
'khril,312
dka'i,312
rko,312
rmed,311
yee,311
gzhong,311
gsob,311
ltogs,311
gshol,310
sbrum,310
mdag,309
mchong,308
tree,308
nyos,308
node,308
shtsa,307
bzhu,307
rtsva'i,307
kyir,307
hum,307
rgu,306
yams,306
t'i'i,305
bsgul,305
snom,305
bo'am,305
krishna,305
'phan,304
rtsen,304
bso,304
snyi,303
'obs,303
bham,303
zam,303
tsar,302
hye,302
smas,302
sapta,301
ste'o,301
gsil,300
randa,300
'tshig,299
brko,299
bid,298
mthug,298
yatstsha,298
mtshe,298
bsngo'o,298
mnam,298
rlangs,297
brahma,297
rmig,297
'bus,297
khrol,296
dza'i,296
pog,296
brtsis,296
la'am,296
se'u,295
mdzangs,295
byid,294
skyar,293
bsrabs,293
tta,293
shong,293
dagde,293
le'u'i,292
'che,292
stongs,292
chings,292
shi'o,292
btsa',292
l'am,292
than,292
khyon,292
danda,291
bstims,290
dbu'i,290
dgras,289
gzu,289
ltad,289
mtheb,289
brgya'am,289
cham,288
dri'o,288
mantra,288
srun,287
srub,287
dgung,287
krita,287
spyon,286
dpe'o,286
kyi'ang,286
bskam,286
yel,285
tve,283
'gar,283
gsong,282
'chus,282
'grangs,281
shy'a,281
bsung,281
too,281
l'u,281
bsnyengs,281
tsham,280
y'u,280
lha'o,280
'tshams,280
punda,280
khad,280
dbal,279
dzambu,279
bags,279
bsrubs,278
zabs,278
kee,277
tshe'o,277
dhy'a,277
bkol,276
bdas,276
tshe'ang,276
dku,275
mud,275
bkar,275
spyos,274
tsoo,274
tur,274
ranydza,274
tshi,273
noo,273
dgrar,273
'thul,273
smri,273
'khums,273
gandhe,273
rtsad,273
cigces,273
kanda,272
aang,272
aanta,272
gzhu'i,272
brdzi,271
nyug,271
pushpe,271
'phrad,271
ldongs,271
pya,271
aartha,270
sbran,270
sdeb,270
sre,270
sgur,269
moo,269
bhy'am,269
smyig,268
chal,268
moonggal,268
mnabs,268
bande,268
shtha,268
'dru,268
dngangs,267
sbangs,267
spri,267
rbab,267
dzas,267
mkhrang,267
tshva'i,267
han,266
mand'a,266
sumbha,266
tyam,266
'gum,265
mnod,265
shir,265
'or,265
bkan,265
rtas,264
khyung,264
bsgrengs,264
yata,264
btsag,263
hna,262
gdang,262
tsha'i,262
brgya'o,262
sgong,262
hva,261
bshal,261
shta,261
ron,260
ngon,259
dbyu,258
spen,258
'khrol,258
klubs,257
khya,257
'gebs,257
rgu'i,257
boo,256
ksh'a,256
tee,256
mchin,256
skyel,256
lis,255
me'o,255
sti'i,255
'de,255
khog,255
bsnyams,255
rnyings,254
phrug,253
glus,253
dbrog,253
'khyal,252
mdoms,251
bsha',251
aas,251
gcags,251
zham,251
k'u,250
brdab,250
tshoms,250
gcong,250
zi,250
'dril,250
bka'i,250
zes,250
gel,249
smrar,249
dgal,249
'tshod,249
rda,249
dmod,249
shv'a,249
'dral,248
y'i,248
gcal,248
aagni,247
bidy'a,247
lhums,247
smel,247
cas,246
tantra,246
hra,245
s'am,245
bru,244
brgan,244
gtse,244
brim,244
sgo'o,244
skyen,244
sprang,244
tar,244
hal,243
bza'o,243
khyor,243
ts'i,243
snal,243
bsgril,243
'drir,243
dngags,242
zhang,242
smyug,242
ror,242
bskyangs,241
tsa'o,241
'bud,241
mgar,240
khyogs,240
dkor,240
dd,240
'dzings,240
mdongs,240
brlang,239
'gong,239
ro'o,239
rkub,239
chungs,239
dgong,239
ru'o,238
bsnyil,238
bsro,238
karmma,238
nal,237
aat,237
'jungs,237
sru,237
da'o,236
ne'i,236
rma'i,236
mchongs,236
aud,235
bkum,235
dpangs,235
'bu,235
lit,235
bsnyal,234
'khogs,234
datta,234
khugs,233
phol,233
hrim,233
sdum,232
rlobs,232
nytsa,231
dkrigs,231
khrung,231
gtsub,231
mood,230
bhee,230
pho'i,230
bgrad,230
yag,230
brtsig,230
kva,229
'byam,229
mtshal,229
shogces,229
shangs,229
dushta,228
bdagces,228
rnga'i,228
phyags,227
zlar,227
pr'i,227
mnga'o,227
mtshe'u,227
cu'o,227
sh'antim,227
sbyod,226
brags,226
yo'i,226
zhin,226
ldas,226
bye'u,226
sbags,226
bh'um,225
blags,225
snun,225
gzon,225
dhvam,225
dre,225
'jud,224
nanda,224
dbog,224
bsnyel,224
mi'u,224
sgos,224
brtser,223
slebs,223
nyas,223
badzre,223
mkha'o,223
gshags,222
shve,222
mjal,221
skan,221
'dras,221
rde'u,220
sbyan,220
phem,220
ma'i'o,220
dzv'a,220
mcher,219
spom,219
h'am,219
dpen,219
t'ir,219
khyi'i,218
rnags,218
yur,218
shus,218
phrugs,218
mo'u,218
sbram,217
smi,217
m'anta,217
sprel,217
'phong,217
phye'o,217
sgoms,216
rmis,216
'khu,216
dv'a,216
kle,216
bat,216
hom,215
shre,215
ha'o,215
si'i,215
spyil,215
rdob,214
tsinta,214
brgyang,214
klo,214
bsrub,214
rtse'i,214
spro'o,213
dred,213
bsgre,213
tstshe,213
zhir,213
a'ata,213
'drul,212
shu'o,212
ldi,212
gsag,212
chu'o,211
ltan,211
phri,211
tad,211
bgyir,211
brims,210
gzhigs,210
autta,210
dbye'i,210
mgos,210
spyis,210
gr'i,210
star,209
gtub,209
dzambha,209
bsring,208
bsnyon,208
phyur,208
bskyon,208
nog,207
shiggang,207
krol,207
choms,207
doo,207
soms,207
nanta,206
ree,206
autpala'i,206
klag,206
pag,206
gzhis,205
brgyab,205
dode,205
har,204
khus,204
chol,204
skyang,204
'tshog,204
rir,204
bim,204
h'a'i,203
nyungs,203
k'i'i,203
mungga,203
'phyo,202
sbur,202
smra'i,202
sphu,202
'bye,202
nta,202
rti,202
auta,201
mthang,201
ko'u,201
zho'i,201
'byer,201
tsakshu,201
grugs,201
le'o,201
bzla'o,201
tyu,201
tim,201
sindhu,200
yad,200
shuddhe,200
dkur,200
'phyas,199
shr'a,199
bzar,199
cor,199
mo'ang,198
btsong,198
drud,198
ldon,198
zum,198
gzhil,198
a'ang,198
drungs,198
ga'am,197
nos,197
col,197
krinya,197
byam,197
ksho,196
glal,196
chongs,196
ldeg,196
kang,196
mog,195
rtses,195
lhub,195
gyi'ang,194
smug,194
dkrug,194
laksha,193
brid,193
lbu,193
bcva,193
aa'o,193
'chi'o,193
'gyu,193
sgrom,193
w'an,192
gre'u,192
lut,192
byur,192
stri,192
tum,192
nyar,192
sde'o,192
'bags,191
'phreng,191
brnag,191
lhug,191
ghasma,191
mi'o,191
god,191
bsgrangs,190
ai'i,190
le'u'o,190
bldag,190
ze'am,190
mchu'i,190
'drid,190
hr'im,190
btod,189
gi'ang,189
ghra,189
lat,189
skyigs,189
sdo,189
zags,188
k'am,188
dbri,188
lring,188
barna,188
khal,188
skyobs,188
khris,187
spogs,187
mngags,187
'ol,187
aagna,187
aita'o,187
sal,187
tutt'a,186
'bog,186
bandhe,186
bhaksha,186
ghi,186
mkhrig,186
ti'o,186
lhab,186
lum,186
sbang,186
sleb,185
shvi,185
po'i'o,185
ghri,185
spyong,185
rasmee,185
shom,185
'ji,184
r,184
rgyangs,184
dbo,184
bzhams,184
dir,184
'dum,183
ksh'i,183
bhanydza,183
skol,183
'jib,183
dras,182
btsog,182
bstun,181
ngi,181
rlog,181
dbung,181
sro,181
sgren,181
'dri'o,181
sdangs,181
hma,181
dzy'a,180
gzegs,180
brtun,180
sbo,180
gzig,180
rakshi,180
rlig,179
th'am,179
phe,179
dee,179
bkad,179
gru'i,178
rnyil,178
lobs,178
ts'u,178
dbug,178
nangs,178
s,177
landha,177
tra'i,177
reng,177
glad,177
t'itstsha,177
brdzus,177
zhu'o,177
'khrud,177
khrir,177
gri'o,177
nab,176
mkhyud,176
skyi,176
dpags,176
cam,176
'gre,176
yob,175
rmos,175
sir,175
skos,175
rka,175
kre,175
sbrus,175
r'am,175
tsya,174
mdos,174
thum,174
nul,174
pheg,174
rngan,174
lrit,174
sgros,174
mching,173
bsrang,173
hee,173
aad,173
sdu,173
bun,173
dbyes,173
dun,172
mdas,172
shigdge,172
kyo,172
nda,172
b'am,171
gze,171
rong,171
brdzis,170
aut,170
bdal,170
bcal,170
bcu'am,170
btsongs,170
gzhagces,170
rmya,170
rtsab,170
dyu,170
rm'a,169
ly'a,169
dzan,169
bskyabs,169
aana'o,168
bata,168
nydza,168
see,168
brtsan,168
mchogde,168
ka'ang,168
shtri,168
bltos,167
ghram,167
pum,167
'khus,167
lot,167
khre,167
tha'i,167
bsag,166
dreg,166
tu'i,166
sarb'a,166
bshus,166
bstar,166
byer,166
shlo,166
munytsa,166
badzr'i,166
nye'u,166
ksham,165
k'ar,165
sh'anti,165
aaksha,165
gangg'a,165
phugs,165
'tsho'o,164
mme,164
sing,164
chu'am,164
bdo,164
shogde,164
wa'i,163
nger,163
spur,163
khan,163
lhogs,163
shata,163
slang,163
brum,163
danta,162
'bying,162
rmo,162
aarha,162
'dzom,161
rnar,161
grur,160
na'am,160
rngul,160
baksha,160
tsittam,160
'phyi,160
tro,160
shat,160
rgyu'am,160
'jus,159
rjen,159
bgad,159
'jugces,159
dpyas,159
spug,159
aargha,159
shyo,158
sde'u,158
sbub,158
him,158
rtsi'o,157
y'ata,157
banti,157
stob,157
yat,157
sgreng,157
tshas,157
dharmm'a,156
dakshi,156
rita,156
sgal,156
palla,156
rug,155
zlo,155
tstshinda,155
bskyur,155
dzdza,155
bde'i,155
bde'o,155
str'i,155
bzhus,155
kta,155
'khrur,155
bsgres,154
sgril,154
mum,154
kyog,154
'bra,154
slas,154
'brul,153
spas,153
gdeng,153
mkhal,153
sbrid,152
brnan,152
t,152
bsgyel,152
'gro'am,151
bub,151
parni,151
kh'i,151
aashta,150
myags,150
rdub,150
ja,150
gcog,150
nya'o,150
de'am,150
blas,150
shee,150
gham,150
gtol,149
stambha,149
snu,149
'khrid,149
bsos,149
bem,149
takki,149
p'urba,149
bhikshu,149
sdar,149
'thas,149
hi'i,148
khye'u'i,148
'ding,148
sh'anta,148
shti,148
shig'di,148
rkyong,148
brtse'i,148
tsang,148
p'am,147
koondi,147
bgros,147
'gres,147
bsdos,147
zol,146
sgul,146
btsam,146
ce'o,146
bsnyegs,146
smyu,146
bcags,146
aargham,145
'dzi'i,145
bstsags,145
dhve,145
mukta,145
phya,145
'jil,144
changs,144
lums,144
ltor,144
tshud,144
khrums,144
shro,144
cigbdag,144
khu'i,143
grihn'a,143
bhur,143
mchad,143
barta,143
'byes,143
pushtim,143
phang,142
dzanma,142
bsros,142
brus,142
dye,142
poo,142
'ches,142
zhi'i,142
has,141
lta'ang,141
bred,141
bhr'a,141
skyas,141
gnyan,141
sbras,141
aarga'i,141
sgyug,141
ze'o,141
bkru'o,141
a'at,141
pro,141
shigces,141
skegs,141
'gyes,140
dha'o,140
kyur,140
btsams,140
num,140
aarka,140
tode,140
sheg,140
kita,140
sko,140
brtagces,139
'jag,139
bzhar,139
brgyugs,139
lotstsha,139
kong,139
'drim,139
samba,139
mtshog,139
shye,139
briksha,139
au'i,139
n'u,138
brku,138
dzhal,138
spre'u'i,137
de'i'o,137
aanda,137
slongs,136
slobs,136
sbun,136
dv'i,136
dza'o,136
sitsa,136
beed'urya,136
lingga,135
kr'a,135
buddhi,135
gzhagde,135
dzra,135
che'am,135
shma,135
dusht'a,135
ae'i,135
'brim,135
kyu'o,134
brla'i,134
'gom,134
gtsubs,134
tsho'i,134
britti,133
st'a,133
ba'ode,133
dgu'am,133
bsgrim,133
ste'u,133
nis,133
dvangs,133
stva,132
ka'am,132
hoo,132
br'a,132
gode,132
bhinda,132
srubs,131
rtsing,131
'khur,131
nu'o,131
britta,131
chem,131
tma,131
karka,131
rgya'am,131
sgra'ang,131
bha'i,131
lig,131
au'o,131
tat,131
bla'o,131
brud,130
karna,130
s'urya,130
sgregs,130
bsdebs,130
sin,130
tsha'o,130
bstab,130
smar,130
mel,130
'dreg,130
bda',130
shags,129
'tshir,129
mthor,129
gzhugde,129
bcab,129
blo'o,129
bgro,129
tstshi,129
khral,128
shogdpal,128
hv'a,128
spod,128
khri'o,128
'jebs,128
skyengs,128
tr'um,128
trug,128
shyam,128
brkyangs,128
di'i,128
skyin,127
grvar,127
glur,127
co'i,127
m'an,127
kli,127
yom,127
phre'u,126
rmen,126
klo'i,126
karni,126
'gems,126
'dabs,126
dumw'a,126
aanydza,126
bskums,126
steg,126
ny'a,126
ry'a,126
shakti,125
gnyig,125
blug,125
klus,125
santa,125
drub,125
sped,125
bshol,125
'phred,125
za'am,124
ae'o,124
de'u,124
sdus,124
mnyams,124
ljin,124
skag,124
bhandha,124
dge'o,124
smyan,124
a'ar,124
spud,124
ri'o,124
daggang,124
a'adya,124
kakko,124
'byon,124
tir,124
brngos,123
go'i,123
'brur,123
we,123
lgang,123
glos,123
brda'o,123
ddha,123
phye'i,123
bo'ang,122
siddhya,122
bol,122
gza'i,122
tru,122
rtsam,122
marda,122
barsha,122
snyod,122
padme,122
shol,122
ding,122
shen,122
samyaksam,122
rdos,121
skyor,121
margad,121
randa'i,121
rlugs,121
ljan,121
b'u,121
ping,121
tshem,121
mde'u,121
dos,121
sy'am,121
rtsangs,121
khod,121
pr'apta,120
stis,120
rakto,120
dpya,120
'breg,120
aana,120
khri'am,120
bartta,120
grims,120
bskyar,120
glon,120
'bugs,119
kvi,119
'bal,119
ku'i,119
dhar,119
srol,119
'phyan,119
dngar,119
dzr'im,119
aag,119
hasta,119
'phongs,119
spyi'o,119
pta,119
yanti,119
rams,119
dr'i,119
shyata,119
thas,118
t'u,118
tvi,118
zhor,118
yugs,118
sanni,118
gzhibs,118
yi'o,118
d'am,118
dhrik,118
li'o,118
'tshogs,118
'chor,118
sram,118
gzhib,118
nti,118
drishti,118
mdzer,118
rtsabs,118
grum,117
w'i,117
bishta,117
'do,117
shag,117
zhu'i,117
rtha,117
d,117
dyam,117
shthi,117
byi'u,117
gdeg,117
dhoo,117
ga'ang,116
bsab,116
ldag,116
nna,116
paksha,116
gzhar,116
sprug,116
autp'a,116
drir,116
phyal,116
bardha,115
lba,115
drishta,115
buddhe,115
lamba,115
gzeb,115
marga,115
rdzong,115
ce'am,115
s'ir,115
aus,114
aing,114
badzrod,114
dpogs,114
'tshor,114
gtsags,114
snon,114
phob,114
re'ang,113
br'ahma,113
rnyis,113
phi,113
yo'o,113
nutta,113
bgom,113
sgra'am,113
lad,113
aika,113
kha'o,112
'ged,112
tsee,112
kad,112
phying,112
mushti,112
n'a'i,112
bcer,111
spru,111
rtar,111
'khyer,111
rasmee'i,111
r'aksha,111
rendra,111
byo,111
shubs,111
tsli,111
mthu'o,111
brtad,111
gnong,111
tras,111
smyugs,110
dre'u,110
rngams,110
a'ary'a,110
sgyus,110
spus,110
su'am,110
shoo,110
bzos,110
me'am,109
dhut,109
sbyi,109
phred,109
rod,109
ciggang,109
bhye,109
k'i'o,109
gtums,109
zhis,109
nye'i,109
bandhu,109
mtsho'o,109
pir,109
aur,108
shrim,108
ldar,108
rtsa'o,108
byes,108
blan,108
aarka'i,108
sht'a,108
dzyo,107
kur,107
gnye,107
sbong,107
sge'u,107
bcibs,107
bsku'o,107
skon,107
re'am,107
bhoo,107
'di'am,106
breg,106
mendra,106
gha'o,106
lendra,106
a'a'o,106
'ga'i,106
dhye,106
khres,106
bring,106
nva,106
sm'a,106
st'am,106
mthur,106
aeng,106
zhigs,106
aushn'i,105
aarti,105
dz'am,105
mom,105
snyen,105
gi'am,105
dzin,105
ghe,105
syee,105
lhog,105
snoms,104
pha'o,104
sne,104
sgrin,104
tasta,104
sboms,104
n'i'i,104
'thibs,104
sk'a,104
pratstsha,104
glod,104
bhyam,103
ngom,103
bogs,103
kva'i,103
ts'arya,103
a'i'o,103
nga'ang,103
den,103
gsangs,103
garbhe,103
barnna,103
b'ana,103
lin,103
sprugs,103
kshum,103
skri,102
drongs,102
gtos,102
yus,102
sros,102
'jugde,102
lur,102
cig'di,102
khye,102
'khrus,102
wa'o,102
tis,102
byazhes,101
tsum,101
dgum,101
ldugs,101
zhva,101
dumb'a,101
lo'am,101
gro'i,101
stems,101
mngas,101
bidya,101
dyo,101
sbron,101
bsgrib,100
shita,100
dpyang,100
pim,100
byan,100
kulle,100
danti,100
lcam,99
bishnu,99
yen,99
tyee,99
kshim,99
sup,99
sngangs,99
'drin,99
tt'a,99
dzi'i,99
smee,99
drishtv'a,99
a'it,99
nutpanna,99
'chums,99
gyir,99
brgyangs,99
bighn'am,99
aos,99
'gor,99
bca'o,98
y,98
snrel,98
kantha,98
rtseg,98
kram,98
ghr'a,98
ntu,98
ca'i,97
'chir,97
warma,97
sgrim,97
'drub,97
snron,97
gsheg,97
mbha,97
'breng,97
bzhi'ang,97
dges,97
barti,97
'phul,97
pram,97
rgad,97
dra'i,97
rit,97
bzas,97
rad,97
rigces,96
btogs,96
aata'o,96
banda,96
sardza,96
bsel,96
ljid,96
rdum,96
brlags,96
spyi'u,96
dusht'am,96
snyil,96
gcigde,96
sarbam,96
bir,96
'dzad,95
dhishth'a,95
sn'a,95
t'ikshna,95
sanna,95
gee,95
taksha,95
kasha,95
phyad,95
pee,95
pade,95
bcar,95
bandu,95
parna,95
phyer,95
zhom,94
spris,94
drubs,94
zor,94
mdang,94
shth'a,94
gsing,94
badzro,94
bshor,94
shinyts'a,94
bsnyags,93
sbrin,93
dpyi,93
ai'o,93
gdos,93
rmang,93
dombi,93
syam,93
'bel,93
gzags,93
mna'i,93
bkrabs,93
'brus,92
skyibs,92
brnangs,92
karko,92
tya'i,92
rbad,92
bantu,92
bgres,92
ranta,92
sh'ing,92
'brir,92
yanta,92
phyes,92
byab,92
'babs,91
tsom,91
sngan,91
bzhen,91
khrom,91
shnu,91
dagrang,91
ner,91
sab,91
bsogs,91
phabs,91
ki'i,91
g'u,91
durga,91
bsngams,91
'phrigs,91
lyam,90
gcus,90
bog,90
lcibs,90
badzras,90
dhishthi,90
tsita,90
spubs,90
bskangs,90
gyos,90
mo'i'o,90
shvadtha,90
rde,90
bskyil,90
skyogs,90
sna'o,90
sambha,90
sr'a,89
aarga,89
spyugs,89
y'at,89
hasti,89
skyongs,89
tata,89
lata'i,89
aaka,89
bsnor,89
mat,89
supa,89
'gos,89
sid,89
rsha,89
brlams,89
'khal,88
shvattha,88
mchus,88
rur,88
pid,88
sbyad,88
br'i,88
stes,88
'dron,88
dkyel,88
bzor,88
a'ita,88
y'ast'am,88
dhyam,87
bklubs,87
nyul,87
hanti,87
sde'am,87
padmor,87
t'i'o,87
a'ama,87
drus,87
rke,87
btag,87
r'i'i,87
'du'o,87
aatta,87
'jol,87
ber,87
blu,87
shud,87
hla,87
smra'am,87
smag,87
dbub,86
bskyungs,86
dh'am,86
rub,86
tri'i,86
hrem,86
aina'o,86
dagma,86
landa,86
gardza,86
sting,86
snyid,86
ph'a,86
mba,85
'theng,85
shid,85
cigkhyod,85
air,85
tstsh'a,85
gyin,85
bskyad,85
zhil,85
bsngor,85
padm'a,85
lva,85
kr'u,84
rngus,84
gzhugces,84
kshya,84
rud,84
'khro,84
sandhi,84
dzr'i,84
gi'u,84
tti,84
mjing,84
khye'us,84
sbyir,84
dzri,84
bsus,84
skras,84
rva'i,84
'dzoms,84
spal,83
lundha,83
mandi,83
sub,83
ndha,83
bcum,83
hn'a,83
'byi,83
dmas,83
bgo'o,83
mag,83
mchogrdo,83
klu'am,83
'khol,82
patti,82
gtibs,82
'chu,82
tsampa,82
santi,82
glong,82
brngub,82
banta,82
aardzu,82
sbyongs,82
bcun,82
'phye'i,82
loo,82
ndi,82
bkong,82
'thams,82
breng,81
dznyo,81
gcang,81
bin,81
lota'i,81
tpa,81
dbon,81
aasma,81
gtur,81
'then,81
autstsha,81
sngos,81
sregs,81
kos,81
tsandi,81
brinya,81
bhrinya,81
kti,81
btsem,81
zegs,81
tsyee,80
blong,80
phrang,80
konyaham,80
grung,80
bisma,80
tsakre,80
dzyam,80
aama,80
dzik,80
d'ipta,80
ki'o,80
hvags,80
brgyags,80
rdugs,80
pu'o,80
bra'i,80
dhra,80
bhyas,79
zom,79
aum,79
bdung,79
gshong,79
gcigces,79
roksh'a,79
rnyi,79
khadga,79
phrog,79
phyang,79
aal,79
sgu,79
brab,79
'dzul,79
dzhi,79
se'i,78
shuddho,78
sbra'i,78
zed,78
bskyud,78
grod,78
tv'i,78
nishtsa,78
aardha,78
wan,78
brtod,78
lakshm'i,78
cigdge,78
gshis,78
trim,78
mnal,78
bras,78
pull'i,77
lce'o,77
shog'phags,77
phrem,77
sgyed,77
'thabs,77
aapa,77
s'i'i,77
shabda,77
karm'a,77
tsint'a,77
tus,77
snyol,77
bzhos,77
sked,77
hral,77
gyi'am,77
tsyu,77
tha'o,77
dznye,76
srel,76
grus,76
nanya,76
tsarya,76
gzhus,76
rgur,76
klags,76
zhur,76
sla'i,76
roksha,76
'tshag,76
rtol,76
was,76
bkral,76
gci'i,76
zlogs,76
aardza,76
dagrnam,76
tsh'a,76
bhram,75
badzra'i,75
bldags,75
sbrengs,75
rtis,75
py'a,75
balla,75
brod,75
spro'am,75
p'urna,75
binda,75
brgyu,75
aim,75
p'urbba,75
shli,75
kampa,75
shogbdag,75
hram,75
brtsi'o,75
mung,75
langka'i,75
skya'o,75
sanytsa,75
bltab,75
pal,75
cha'am,75
panytsi,74
aun,74
'khyug,74
dbyang,74
pha'am,74
briddha,74
lcer,74
glor,74
sph'a,74
gzhu'o,74
lli,74
mthongs,74
sku'am,74
'tshob,74
mantha,74
n'a'o,74
bsnyung,74
rje'am,73
glongs,73
mchur,73
byabs,73
tshando,73
'phyag,73
shraddh'a,73
gyod,73
grar,73
'phyen,73
rgyu'ang,73
pushpam,73
moksha,72
khud,72
gundhe,72
sode'i,72
gu'am,72
bdagde,72
bzho,72
yana'o,72
aanytsa,72
sakta,72
krit,72
mthos,72
a'as,72
thy'a,72
lcog,72
kunydza,72
g'am,72
yante,72
rdib,72
panna,72
yinzhes,72
bsnyun,72
lye,72
bsko'o,72
m'ang,72
r'ashta,71
'bor,71
ganda,71
pingka'i,71
sta'i,71
khva'i,71
satk'a,71
'du'i,71
tsi'i,71
brtagde,71
dzye,71
tshe'am,71
ke'u,71
m'arga,71
chul,71
sparsha,71
datte,71
'thog,71
pod,71
svasti,71
thee,71
cigsems,71
d'irgha,71
shuddh'a,71
n'an,70
shigbdag,70
sve,70
mtshun,70
shtsi,70
'pham,70
mkhos,70
tud,70
gdam,70
mnga'am,70
sgyu'i,70
ky'a,70
sgro'i,70
rta'o,70
lokya,70
kumbha,70
mnams,70
bdzra,70
'gribs,70
bsnur,69
ksha'i,69
rdzi'i,69
karta,69
ratn'a,69
mchogdkyil,69
lee,69
gseng,69
aoo'o,69
to'i,69
nyil,69
kamba,69
bha'o,69
aagne,69
rgyugs,69
brnga,69
bcil,69
aasti,69
gcam,69
tal,69
gshes,68
pinda,68
sidha,68
chor,68
aatsa'i,68
rngog,68
spor,68
dh'anya,68
drugces,68
skang,68
b'ita,68
tishthi,68
btsems,68
gsud,68
dhrika,68
aanti,68
'gums,68
'chel,68
bde'am,68
skye'am,68
k'irti,68
gnan,68
siddhe,68
te'i,68
so'o,68
'pho'i,68
lla,68
mukti,68
tsir,68
tashtsa,67
shtr'i,67
kulle'i,67
cer,67
ranydza'i,67
'dur,67
dram,67
go'o,67
sa'ang,67
