stem,idf
shuddho,78
sgyed,78
dzar,78
tv'i,78
aardha,78
wan,78
nishtsa,78
lakshm'i,78
cigdge,78
trim,78
pull'i,77
shog'phags,77
phrem,77
aapa,77
shabda,77
karm'a,77
tsyu,77
sked,77
tsint'a,77
dznye,76
rgur,76
nanya,76
spra',76
roksha,76
ldab,76
chel,76
was,76
zha',76
dram,76
aardza,76
dagrnam,76
tsh'a,76
ri',76
tsarya,76
badzra'i,75
py'a,75
p'urna,75
binda,75
shli,75
aim,75
sgrun,75
balla,75
shogbdag,75
mung,75
langka'i,75
p'urbba,75
kampa,75
sanytsa,75
panytsi,74
aun,74
briddha,74
lcer,74
jum,74
rngad,74
mantha,74
n'a'o,74
sph'a,74
khrab,73
pushpam,73
tshando,73
rdib,73
shraddh'a,73
ldad,73
moksha,72
khud,72
gundhe,72
gyal,72
sode'i,72
bdagde,72
yana'o,72
aanytsa,72
krit,72
a'as,72
thy'a,72
kunydza,72
rngag,72
shu',72
panna,72
yinzhes,72
lye,72
sakta,72
yante,72
r'ashta,71
phig,71
ganda,71
pingka'i,71
khva'i,71
lhu,71
zher,71
thee,71
ke'u,71
satk'a,71
brtagde,71
shuddh'a,71
dzye,71
lga,71
svasti,71
m'arga,71
chul,71
sparsha,71
cigsems,71
d'irgha,71
datte,71
n'an,70
shigbdag,70
sve,70
shtsi,70
kumbha,70
ky'a,70
lokya,70
ksha'i,69
myug,69
ratn'a,69
mchogdkyil,69
lee,69
karta,69
nyil,69
kamba,69
aoo'o,69
sdan,69
spyam,69
aagne,69
aasti,69
sidha,68
snyer,68
dh'anya,68
drugces,68
ldam,68
b'ita,68
tishthi,68
dhrika,68
siddhe,68
aanti,68
lle,68
k'irti,68
aatsa'i,68
mukti,68
pinda,68
tashtsa,67
sbad,67
bighn'a,67
ghanya,67
rling,67
dagbdag,67
nvi,67
kulle'i,67
rni,67
shtr'i,67
ranydza'i,67
datt'a,67
rte,67
'ing,67
shum,67
gupta,67
gle,67
aina,67
sh'ishta,67
krum,67
bhyasta,66
s'ur,66
dhuta,66
my'a,66
a'a'i,66
th'i,66
shit,66
shtu,66
rmu,66
war,66
rode'i,66
dagji,66
sht'am,66
p'urnna,66
pushta,66
pat,66
gandi,65
sampa,65
yantra,65
'gyurzhes,65
dhishtha,65
hrum,65
bindu,65
tshvar,65
hy'a,65
shim,65
jur,65
trum,65
she',65
skandha,65
bhiksha,65
tran,65
panda,64
chim,64
mchogdbang,64
sgrung,64
sth'u,64
naksha,64
gamli,64
ngode,64
k'arsh'a,64
bzhagde,64
tyad,64
ainda,64
purna,64
karnna,64
lita'i,64
shodha,64
dagrab,63
h'a'o,63
m'urti,63
shna,63
cigmi,63
phyam,63
tsunda,63
manydza,63
b'irya,63
tanta,63
skug,63
pla,63
drab,63
tyuktv'a,63
byir,63
byil,63
tshvas,63
byag,63
brun,63
tv'ata,62
rmel,62
jab,62
ker,62
granthi,62
dz'u,62
dzim,62
rata,62
nyir,62
grir,62
thya,62
bhunydza,62
kaddhya,62
ddhi,62
rtsi',62
ao'o,61
grem,61
sarbe,61
kr'anta,61
ralli,61
lce',61
yakshe,61
tshen,61
sril,61
kit,61
pa'ode'i,61
svam,61
bre'u,61
gandhi,61
trig,61
jar,60
aer,60
tsand'a,60
grva'i,60
k'anta,60
hni,60
nandi,60
tsarma,60
rme,60
bdagrdo,60
aakshi,60
panyts'a,60
k'irtis,60
dagmi,60
tsande,60
te'u'i,60
aandha,60
baddha,60
warna,60
aarbu,60
shvad,60
kyee,60
r'im,59
harsha,59
rishta,59
data,59
k'is,59
rkyan,59
byul,59
dem,59
dag'di,59
yadza,59
rkur,59
sne'u,59
bhakti,59
sat,59
sdun,59
pa'o'di,59
hing,59
kyed,59
ldud,58
mantri,58
bighn'anta,58
node'i,58
ttam,58
k'ant'a,58
batt'a,58
d'anya,58
tsin,58
pata,58
rogang,58
ais,58
pa'ogang,58
sihla,58
hyu,58
shtam,58
tsur,57
munda,57
kabod,57
dita,57
svi,57
dvee,57
rnyid,57
sdur,57
ghut,57
sut,57
hrinya,57
hyan,57
pingka,57
a'i'i,57
cid,57
sbud,57
sh'ul,57
l'arka,57
shyan,57
tshinda,57
sh'intam,57
batta,57
kinna,56
nishth'a,56
raksh'a,56
aangga,56
zhub,56
khri'u'i,56
nv'a,56
zul,56
dzab,56
khye'ur,56
kung,56
be'u'i,56
dagsems,56
shvattha'i,56
mchogsems,56
kshna,56
mudga,56
plu,56
aita'i,56
aitsa,56
r'ita,56
n'im,55
ritstsha,55
dzrim,55
shuddhi,55
phrum,55
sgug,55
ro'di,55
sh'an,55
kka,55
gce'u,55
lanta,55
byade,55
hem,55
kl'i,55
skyem,55
satya,55
yya,55
tsartsi,55
prishta,55
mye,55
sthu,55
langka,55
sarbbam,55
dat,55
bartti,55
puka,55
snrub,55
dznyi,54
kta'o,54
n'i'o,54
tardza,54
phum,54
sant'a,54
tasmin,54
sh'amb'i,54
sengges,54
shogslob,54
dattam,54
pli,54
ghna,54
sata,54
sli,54
h'im,54
tsumba,54
shyanti,54
khun,53
rmma,53
ryam,53
bhr'u,53
kanta,53
buddho,53
tr'anta,53
i,53
yukta,53
ldir,53
aushma,53
yashtsa,53
dhvi,53
wal,53
dagyang,53
munydza,53
shigtshe,53
rb'a,53
tstsho,53
a'adzny'a,52
mangga,52
sbab,52
zhigces,52
w'am,52
t'ata,52
sarga,52
n'ata,52
pun,52
pud,52
n'anta,52
stra,52
litstsha,52
syu,52
tsvi,52
se'u'i,52
rat,52
rta',51
dagngo,51
aana'i,51
drisht'a,51
bhrasdza,51
parba,51
aetsa,51
shvasta,51
dandi,51
dagthams,51
niry'a,51
aaksho,51
k'anti,51
bighnam,51
tsitt'a,51
pazhes,51
kaaa,51
mata,51
zhigde,51
cigbcom,51
sht'i,51
mchogsangs,50
dharme,50
shigdes,50
rkar,50
shapa,50
yata'o,50
tyanta,50
marga'i,50
shishta,50
togces,50
brittam,50
pakshi,50
pa'oyang,50
tattva,50
no'di,50
t'anta,50
panydza,50
aasht'a,50
noyang,50
k'arsha,50
brashtsa,50
lir,50
tin,50
phulla,50
hag,49
stree,49
nytsi,49
spran,49
krang,49
kut,49
ddh'a,49
shn'i,49
rogal,49
dushtam,49
b,49
bh'ar,49
yasta,49
t'a'i,49
wu,49
sbug,49
tsintya,49
sbeg,49
a'ata'o,49
dusht'an,49
cigaom,49
shring,49
gandham,49
na'i'o,49
d'atta,48
rngur,48
yanya,48
ghanda,48
pushka,48
aatma,48
sgrad,48
santo,48
sh'ante,48
r'um,48
bya'ode'i,48
hyasta,48
shr'i'i,48
ts'ar,48
shiggal,48
smrang,48
kshm'am,48
mring,48
rmyang,48
tapta,48
padma'am,48
sh'isha,48
siddhim,48
nishtha,48
aem,47
ghande,47
kta'i,47
grantha,47
snyug,47
mul,47
royang,47
shtsanda,47
pt'a,47
tatta,47
samya,47
bh'am,47
k'an,47
pru,47
warnna,47
bighna,47
rnna,47
shigkhyod,47
kata,47
yadznya,47
l'im,47
hroom,47
rte'u,47
krishta,47
bzhagces,47
hr'am,47
dzee,47
pashtsa,47
shogrdo,47
panti,47
jin,46
nogang,46
yeta,46
ndra,46
padmos,46
karti,46
m'apt'a,46
bartma,46
ng'a,46
k'anytsi,46
shn'a,46
sy'ad,46
rangga,46
bing,46
shyat,46
dzoo,46
cigbyang,46
sana'o,46
smang,46
ainya,46
kte,46
b'aka,46
by'u,45
tshigde,45
trya,45
padm'anta,45
st'i,45
mchogbdag,45
bed,45
ratne,45
yushmad,45
aantra,45
soyang,45
shl'a,45
phyid,45
tede,45
tsab,45
brin,45
aab,45
aetsa'i,45
bantam,45
p'ung,45
myam,45
tpanna,45
banytsa,45
rashtsa,45
zhiggang,45
mant'a,45
tasmee,45
dagrdo,45
shambhi,45
bodhi,45
daggzhan,44
y'anti,44
b'at,44
lca,44
aadya,44
cigdpal,44
daggal,44
rgha,44
rem,44
parsha,44
khrun,44
sbri,44
kyam,44
tsandr'a,44
marha,44
d'ipa,44
r'ata,44
satvam,44
dvoo,44
aeta,44
kunda'i,44
kanyon,44
ksam,44
mashtsanda,44
masta,44
tshigces,44
rasmi,44
tvo,43
ty'am,43
dantu,43
gide,43
ppa,43
dagphan,43
aasmad,43
cig'phags,43
kundu,43
a'uta,43
barsh'a,43
a'apa,43
ciggal,43
krir,43
aanya,43
ghn'am,43
aik,43
'dugces,43
p'urb'a,43
sthe,43
nyel,43
shukla,43
phyem,43
mchog'jig,43
cigdes,43
lcid,43
gh'i,43
beed'urya'i,43
nte,43
ha',42
rbi,42
a'ita'o,42
a'um,42
t'an,42
skanda,42
mchogdon,42
prahma,42
hrul,42
am,42
spre,42
pu',42
kvipa,42
drer,42
marka,42
ktv'a,42
bandi,42
bri',42
aak,42
bhy'as,42
nud,42
mw'a,42
khye'u'am,42
kva'e,42
aalpa,42
sh'astu,42
aindri,42
mchogphyag,42
mukt'a,42
nirb'a,42
dib,42
hyi,42
rtsag,42
pradzny'anta,42
rri,42
hat,41
mundi,41
lce'u,41
dundu,41
dumba,41
kangka,41
sprag,41
sbya,41
dhm'a,41
skung,41
smee'i,41
bindha,41
yut,41
svee,41
sbrar,41
thu',41
labdha,41
ghanya'o,41
woo,41
drugde,41
lambi,41
aina'i,41
cigrgyal,41
mitta,41
mchog'di,41
lata,41
briksh'a,41
bastra,41
ging,41
pulli,41
shle,41
kshipta,41
yib,41
singga,41
shr'u,41
k'a'i,41
gtstsha,41
kana'o,41
hrid,41
ll'i,41
h'ar,41
tsinya,41
tser,41
yantu,41
bighn'an,41
r'an,41
yatna,40
cigsangs,40
girnam,40
jad,40
aet,40
aung,40
mh'a,40
shogaom,40
nide,40
shtsu,40
plaksha,40
stya,40
bh'u'i,40
cigma,40
rtsva'am,40
shap,40
yushma,40
hr'a,40
hast'a,40
lingga'i,40
yashti,40
dzham,40
tsy'a,40
sarbb'a,40
bidhi,40
ttha,40
cigrdo,40
aamba,40
dhma,40
ndu,40
shog'gro,40
thaka,40
dagmthong,40
tipa,40
sampra,40
kko,40
tseg,40
trat,40
so'di,39
stede,39
m'apta,39
thka,39
myaksam,39
shapda,39
barma,39
nyee,39
sni,39
skyam,39
sandha,39
nanti,39
dangde,39
mb'a,39
dzheem,39
sunda,39
shab,39
rje'u'i,39
nu',39
hub,39
mchogchos,39
rngab,39
rman,39
r'inti,39
sge,39
dode'i,39
zhig'byung,39
ga'u,39
toshn'i,39
nirbi,39
raksham,39
auta'o,39
dagkun,39
dhee,39
bla',39
tyukta,39
bahni,39
rbha,39
sbrug,39
lik,39
sh'aka,39
nut,39
nashtsa,39
nyu,39
pritstsha,39
dzed,39
trag,39
span,38
manti,38
tna,38
konyham,38
gred,38
go'di,38
daggcig,38
rdzad,38
shanti,38
rigde,38
nade,38
shvam,38
dagskye,38
yakshi,38
lji,38
byanydza,38
a'im,38
a'ir,38
patn'i,38
sha'i'o,38
kartri,38
banna,38
gadpal,38
dzny'am,38
patta,38
rdi,38
tyakta,38
tli,38
aatsa'o,38
bu'i'o,38
sarti,38
bh'uta,38
shigyang,38
tstshanda,37
nitsa,37
y'a'i,37
th'as,37
gy'a,37
rnge,37
kud,37
ghanta,37
thaka'o,37
snyang,37
ngita,37
king,37
k'ir,37
mchoggdod,37
nirma,37
nodes,37
shirsha,37
ciggzhan,37
skru,37
sh'irsha,37
suta,37
rye,37
rmar,37
bita,37
dagchu,37
sarbbe,37
slag,37
kin,37
sphot,37
cigji,37
dyoo,37
sh'un,37
garbh'a,37
aot,37
kshm'a,37
nat,37
nogal,37
s'ishta,37
ganta,37
dzhala,36
dhv'a,36
khu',36
kalpi,36
hve,36
aarya,36
troo,36
dzantu,36
lpa,36
katstsha,36
konya,36
sed,36
kunta,36
sth'i,36
d'anta,36
dzhasha,36
rtseng,36
stoo,36
kurba,36
mut,36
shunya,36
ldib,36
nni,36
shoggang,36
lita,36
tsandal'i,36
kir,36
stud,36
kumbhi,36
khyir,36
pusha,36
siddhimme,36
zhiggal,36
dzha'i,36
sarba'i,36
mante,35
l,35
ao'i,35
damshta,35
chi',35
rdang,35
shram,35
benya,35
rakta'i,35
nogzhan,35
kama,35
darshi,35
'jigces,35
krishn'a,35
shanta,35
kinytsi,35
k'anytsa,35
sbung,35
aushni,35
nata,35
tishth'a,35
rn'a,35
t'a'o,35
shr'im,35
shigde'i,35
bandh'a,35
aeem,35
aid,35
pheem,35
bitta,35
shraddha,35
tsaksha,35
sgye,35
ranti,35
l'amba,35
'dugde,35
aindr'a,35
gand'i'i,35
tatpa,35
sogang,35
rodes,35
sappa,35
shastra,35
dangzhes,35
nig,35
rlar,34
mantu,34
dzny'ana,34
shashthi,34
zlug,34
ksha'o,34
missing,34
shigaom,34
b'ata,34
t'at,34
hanti'i,34
pasth'a,34
aargha'i,34
bishti,34
shni,34
gardzdza,34
sapt'a,34
mchogbde,34
rha,34
dishta,34
nv'i,34
kart'a,34
kutta,34
daksha,34
n'inya,34
kvip,34
gangga'i,34
sh,34
tsanta,34
gre'u'i,34
lingka,34
bya'oyang,34
nasta,34
aantar,34
smyur,34
shiggzhan,34
gril,34
daggnyis,34
hanta,34
bhakta,34
gyam,34
kvipa'o,34
kh'a'i,34
stv'am,34
britte,34
bhinna,34
dit,34
sogzhan,34
mchoggsang,34
dag'jig,34
nutpa,34
sa'i'o,34
shogbyang,34
bru',34
smryum,33
shapta,33
madzdza,33
brer,33
auka,33
srum,33
aenga'o,33
yed,33
bhr'i,33
rdze'u,33
dzusha,33
sh'astra,33
rtsvas,33
gaslob,33
rasta,33
n'asti,33
ksh'anti,33
gigzhan,33
mchogyang,33
tsandras,33
shr'is,33
pa'ornam,33
shogsems,33
linda,33
a'ad,33
ymryum,33
cig'jig,33
ranydzi,33
padmi,33
kashtsa,33
lumbi,33
rmm'a,33
k'a'o,33
yushm'a,33
panydzi,33
p'ur,33
nde,33
matta,33
ladzdza,33
yaka,33
kki,33
mdogces,33
punya,33
bit,33
dzasa,33
yuktam,33
svapna,33
batti,33
tr'u,33
dh'ata,33
yatne,32
dagmnyam,32
dagtha,32
bsregces,32
st'u,32
dand'a,32
aawa,32
t'ar,32
krodha,32
dagblo,32
glee,32
martha,32
dzny'i,32
bya'o'di,32
ratnam,32
shvan,32
shvar,32
y'an,32
ru',32
dagmngon,32
daglhan,32
pakshu,32
kyig,32
ts'am,32
langtha,32
k'irtti,32
rmag,32
dy'am,32
beshta,32
lubdha,32
bhringga,32
pushp'a,32
ty'a'i,32
kheg,32
rakt'a,32
ruddha,32
w'aka,32
mchogrig,32
dogang,32
brita,32
samma,32
shuddhonyaham,32
ddhe,32
mchoggang,32
s'artha,32
sphar,32
yinde,32
shpe,32
dzaksha,32
rogzhan,32
patsa,32
tasm'a,32
aika'i,32
parya,31
nizhes,31
nra,31
rjud,31
kt'a,31
dag'dod,31
rgham,31
khanti,31
lakshya,31
t'as,31
syata,31
m'artha,31
sarbi,31
dande,31
kartu,31
rdha,31
'um,31
cigchos,31
cigyang,31
dagnyon,31
yangku,31
dhr'i,31
ying,31
mitstsha,31
aushna,31
mode,31
kh'am,31
tstsa,31
shoondi,31
do'di,31
kukku,31
aadhi,31
k'arya,31
ten,31
shogji,31
khren,31
pashtsi,31
aota,31
krunytsa,31
bhyashtsa,31
kat,31
m,31
s'ar,31
snge,31
sbel,31
mim,31
shtunya,31
satve,31
te'u'o,31
sv'am,31
skrar,31
dagshes,31
dh'um,31
spyi',31
mchogshes,31
dvang,31
mukte,31
s'ita,31
bastu,31
khatv'am,31
dante,31
khandi,30
sarbo,30
dagdon,30
bisha,30
kub,30
ksh'u,30
l'unya,30
yatta,30
ciglha,30
mchogrnam,30
tanti,30
shloka,30
linda'i,30
aoom,30
dushtan,30
d'ante,30
balka,30
gh'u,30
phyi',30
mchograng,30
dampa,30
dagchos,30
thanya,30
dbha,30
tsim,30
'juggang,30
rthi,30
rornam,30
nt'a,30
ksh'am,30
shasa,30
shiksha,30
gizhes,30
kshmryum,30
aig,30
nyi',30
pa'ordo,30
ntra,30
cigtshe,30
gri',30
brahm'a,30
yana,30
rje'i'o,30
shogsangs,30
skha,30
s'atstsha,30
tushta,30
bdagbdag,30
rdam,30
barshi,30
beed'u,30
rtsu,30
shpa,30
dzanm'anta,30
trin,30
datto,30
hin,30
k'anda,29
thlim,29
snya,29
mungga'i,29
sh'ast'a,29
khee,29
bhishinytsa,29
sadya,29
byedces,29
rtogde,29
hli,29
kakun,29
garga,29
bhakshi,29
badzram,29
taste,29
marthi,29
dzanti,29
bunya,29
le',29
h'ang,29
shyi,29
hmryum,29
pug,29
to'di,29
bashtsa,29
khanda'i,29
tvee,29
sbrad,29
tsid,29
hata,29
byakta,29
bhanda,29
shigji,29
lri,29
dzh'a,29
bighnan,29
dh'a'o,29
a'an,29
sann'a,29
langkar,29
hl'a,29
kanytsi,29
tsitra,29
tte,29
dhet,29
pa'oji,29
britt'a,29
siddham,29
kto,29
b'apta,29
phye',29
aupa,29
nd'a,29
k'irtti'i,29
gh'am,29
mastu,29
trar,29
lode,29
aira'o,29
krur,29
syanda,29
r'at,29
sr'i,28
tishta,28
tyuktva,28
bakshi,28
aes,28
bunya'o,28
hana,28
karnnya,28
aanti'i,28
shts'a,28
rashmi,28
shvo,28
pyam,28
nirmma,28
damba,28
bismi,28
sbrag,28
gleb,28
svabh'a,28
siddh'a,28
dagg,28
lun,28
del,28
nirbha,28
dzdzi,28
kanthe,28
tsit,28
srishta,28
kshoo,28
k'ara,28
byee,28
barba,28
kran,28
tshum,28
kharsa,28
ntam,28
kadzdza,28
n'anytsa,28
yuta'o,28
dgugces,28
bya'ogang,28
bhasmi,28
'ung,28
brishta,28
dagdri,28
khatstshe,28
trishn'a,28
tyan,28
shigma,28
sbre'u,28
dagrtag,28
nama,28
shyanta,28
tv'at,28
sbreb,28
shigbcom,28
mina'i,28
kolla,28
doyang,28
nin,28
smyang,28
sker,28
shasha,28
sgyag,28
k'ashtha,28
dim,28
lder,28
aasta,28
kastu,28
panth'a,28
b'andha,28
be'us,28
moong,27
knu,27
aunm'a,27
dzhee,27
yri,27
shashtha,27
not,27
birya,27
s'adha,27
byugces,27
dagbde,27
dh'ar,27
ghante,27
sv'i,27
snga',27
yadzny'a,27
mashtsa,27
nyts'a,27
sakt'a,27
rtogces,27
dagci,27
briddhi,27
dzalpa,27
glud,27
klur,27
shog'di,27
kartta,27
dogzhan,27
tsakr'a,27
sambuddhi,27
shasta,27
buddhya,27
pa'omi,27
tsri,27
shto,27
autpala'o,27
soji,27
bishtha,27
ka'i'o,27
dhyee,27
ciglus,27
shoglha,27
bzlogces,27
aap,27
stung,27
a'ap,27
nve,27
bimba,27
bimbi,27
wo,27
nynita,27
mchogsrid,27
svo,27
kti'o,27
aantu,27
mchogsnying,27
kshma,27
mchogdngos,27
sandarsha,27
kshee,27
bling,27
p'arthi,27
gandha'i,27
a'atm'a,27
numa'o,27
aishta,27
buka,27
m'ana,27
thin,27
rvas,27
ghn'a,27
gandho,27
mdogg,27
aanna,27
tyoo,27
bzlogde,27
krid,27
durla,27
pin,27
brishti,27
damsht'a,27
nid,27
nozhes,27
kaka,27
p'arshva,27
ghr'i,27
mutstsha,27
tatpra,26
r'it,26
rmeg,26
aishtha,26
auna,26
pa'oda,26
rakshantu,26
sornam,26
brisha,26
kr'inya,26
so'dir,26
shka,26
dhatte,26
by'am,26
pa'odes,26
lika,26
pyal,26
kanti,26
gidon,26
pa'ogzhan,26
dzika,26
tka,26
m'urta,26
turtha,26
sangga,26
kuta,26
lceb,26
ratna'i,26
guhya,26
shmi,26
satta,26
drugskye,26
rngar,26
sabta,26
tsye,26
dh'unya,26
byenya,26
dika,26
dh'ing,26
rigrnam,26
sogal,26
tandu,26
aada,26
aante,26
budha,26
bardza,26
karnya,26
tantu,26
pti,26
shrinya,26
malli,26
sisht'am,26
dbhy'am,26
aitstsha,26
tyukte,26
kshnu,26
pantha,26
tp'a,26
aasm'a,26
pye,26
nd'i,26
r'atma,26
aindha,26
krim,26
kv'a,26
dindi,26
phyirde,26
ball'i,26
tsitte,25
wantu,25
bdagsangs,25
putstsha,25
prapta,25
stamba,25
shy'ata,25
su'i'o,25
warta,25
dpa'i'o,25
sy'ata,25
shiksh'a,25
dagyongs,25
mchoglha,25
aunma,25
d'ip,25
mchogdam,25
p'anda,25
shamba,25
bitstsha,25
kurbantu,25
p,25
cigdam,25
kundi,25
graha,25
marsha,25
dzal,25
yukti,25
aata'i,25
dant'a,25
shkam,25
ghee,25
aanytsu,25
ladzdz'a,25
dznoom,25
ny,25
tardzdza,25
'dzagces,25
tvata,25
ntim,25
k'irnna,25
jen,25
kade,25
nirga,25
shranthi,25
shrantha,25
lindi,25
sde'u'i,25
gnye'u,25
pishta,25
pa'obyang,25
haste,25
dagdngos,25
cigrnam,25
dzanm'a,25
tada,25
kotta,25
sudzdza,25
lteb,25
lakshma,25
rambha,25
bargga,25
ngasa,25
bakta,25
pita,25
jang,25
migmig,25
bli,25
p'urbe,25
shigkhyed,25
mummu,25
ngit,25
gigang,25
ni',25
aanya'o,25
pa'ochos,25
tatpu,25
phring,25
yant'i,25
shr'anta,25
bolla,25
aosa,25
kharba,25
bh'ud,25
gambh'i,25
hid,25
p'ata,25
roksha'i,24
tikshna,24
hrishta,24
ghatta,24
dyee,24
dagrgyal,24
kalp'a,24
shushka,24
nuta,24
sodngos,24
rji,24
syan,24
a'ur,24
dzany'a,24
aasthi,24
t'im,24
w'ak,24
k'as,24
'ub,24
gode'i,24
bittam,24
bp,24
radzdzu,24
tsandre,24
tsandri,24
zem,24
dhaka,24
phya',24
lade,24
dagso,24
theshtam,24
aarti'i,24
me'i'o,24
aanbi,24
spying,24
biddha,24
no'on,24
'e,24
m'urtti,24
dzhar,24
gzhagg,24
ba'ode'i,24
r'ing,24
kl'a,24
shaka,24
a'ut,24
shogchos,24
kashi,24
gabcom,24
pinydza,24
gandh'a,24
prag,24
grihnantu,24
nirya,24
nant'a,24
audgha,24
tode'i,24
blad,24
kandha,24
manma,24
dzata,24
sharka,24
aarth'a,24
badzr'am,24
sindhu'i,24
smim,24
sh'ita,24
batte,24
sph'i,24
tstshu,24
pr'apti,23
phir,23
a'ung,23
rnge'u,23
b'ak,23
rbu,23
kalpe,23
gugg,23
shambhi'i,23
mru,23
rja,23
bcugyang,23
nishtsi,23
tshindha,23
motta,23
shambhir,23
rakkha,23
aanggu,23
trishna,23
roji,23
dzanta,23
bade,23
shangga,23
samb'a,23
cigkun,23
dagsa,23
nma,23
y'as,23
narta,23
kanth'a,23
lu',23
aoot,23
aatstsha,23
aungga,23
lrita,23
ng,23
kyan,23
mchogji,23
lamb'a,23
krar,23
tsanti,23
mudya,23
betti,23
khim,23
mchogye,23
rlub,23
tsata,23
shloo,23
aagni'i,23
'gyurde,23
daglha,23
baddh'a,23
lotpa,23
rantu,23
dagdge,23
tsakshing,23
bsregde,23
mchogrin,23
barn'a,23
runda,23
ghnam,23
trata,23
karmm'a,23
rtagces,23
proo,23
titstsha,23
dagbyang,23
sbyug,23
noji,23
cig'gro,23
sindhur,23
ti',23
yukt'a,23
aabhi,23
khrin,23
bh'ut,23
dzur,23
ddhya,23
dzyeshtha,22
tstshando,22
rtti,22
bhindha,22
satv'am,22
svarga,22
rochos,22
kranda,22
p'aksha,22
linydza,22
karne,22
greg,22
syat,22
dheer,22
mandu,22
hvenya,22
shadha,22
bya'oaom,22
ro'on,22
tsasha,22
p'urbbam,22
badha,22
pa'osems,22
no'dir,22
b'ashpa,22
buddha'i,22
sh'ung,22
sngad,22
khyur,22
autt'a,22
beed'ur,22
nuta'o,22
parnna,22
rkyag,22
shvas,22
snigdha,22
karyam,22
thv'i,22
sty'a,22
cigkhyed,22
shanna,22
rushka,22
shogdge,22
sordo,22
bdagkun,22
sheng,22
mn'a,22
shigrigs,22
aaya,22
ph'u,22
a'al,22
bisht'am,22
rkya,22
phrim,22
ste',22
dipa,22
ti'i'o,22
shigmi,22
bastram,22
brinda,22
sben,22
gloo,22
rante,22
dheta,22
tunte,22
tsantra,22
hl'i,22
lendr'a,22
aangku,22
x,22
sadzdza,22
khyig,22
shishtha,22
tsl'i,22
bakti,22
sip,22
sib,22
yaksh'a,22
dhanya'o,22
gatstsh'a,22
aagn'i,22
lakshi,22
ts'urna,22
shv'i,22
pasma,22
stezhes,22
so'u,22
gisems,22
bandhi,22
dagnam,22
tshva'o,22
nimba'i,22
shambha,22
tsva,22
khyoo,22
basth'a,22
suta'o,22
tamma,22
ssa,22
gva,22
nn'a,21
yatstshantu,21
dagsangs,21
mchogma,21
cig'dod,21
kkha,21
gunydza,21
shakta,21
n'artha,21
rgang,21
b'atma,21
dhvan,21
kapa,21
rbba,21
syad,21
sgye'u,21
aug,21
ktam,21
ra'i'o,21
kasta,21
pasde,21
nr'i,21
kul,21
cigbla,21
sgrab,21
k'anytsir,21
proksha,21
bhurbhu,21
sipa,21
m'ata,21
khanya,21
kanya,21
nyang,21
kaba,21
p'urbam,21
norang,21
zun,21
sv'ah'a'i,21
pa'oma,21
yana'i,21
bishya,21
dant'i,21
rtseb,21
aatti,21
stv'a,21
bida,21
gasta,21
tarka,21
mchog'gro,21
phalgu,21
gro'i'o,21
ren,21
nimba,21
sp'a,21
shigrgyal,21
p'unya,21
sitsa'o,21
tundi,21
tamba,21
tuka,21
krisha,21
rnyen,21
mapta,21
sphi,21
dzasha,21
dag'khor,21
nishku,21
shringga,21
kanytsa,21
bardzi,21
rana,21
mandha,21
dzr'am,21
bdagphyag,21
bhat,21
mutta,21
auwa,21
malla,21
m'at,21
matte,21
nashta,21
shangka,21
daggo,21
gzhugaom,21
gidngos,21
prishtha,21
rdzub,21
padmo'o,21
kyu'i'o,21
brashtsi,21
nanya'i,21
randha,21
pradznya,21
yant'a,21
'im,21
tuta,21
dzy'am,21
tvad,21
kongkana'i,21
skya',21
dagsgrub,21
nyva,21
ghuta,21
dagsna,21
tip,21
dzny'an,21
byugde,21
tutta,21
kanydzi,21
panta,21
pr'apte,20
paksh'a,20
rtta,20
t'e,20
r'ir,20
padma'i'o,20
rana'o,20
syanti,20
smyag,20
gub,20
dagzla,20
rodon,20
sprar,20
dagrigs,20
kem,20
sh'ata,20
hnu,20
shtse,20
dzram,20
ny'am,20
ausa'o,20
dzr'a,20
satshu,20
aanggi,20
sidhya,20
mchognyi,20
mchogsna,20
drashtum,20
pushkar,20
tsakri,20
dhvansa,20
a'ipa,20
pte,20
sh'ir,20
rastu,20
lrita'i,20
run,20
rut,20
sh'as,20
beg,20
phyirzhes,20
nishtha'o,20
smen,20
mardha,20
khri'u'am,20
yanytsa,20
spu',20
basta,20
her,20
tsheng,20
yuta'i,20
k'arti,20
wat,20
shigrdo,20
guptas,20
dy'ata,20
bramhi,20
s'it,20
d'akshi,20
ngasi,20
marma,20
klam,20
'di'i'o,20
gyar,20
r'ashtar,20
tyaktv'a,20
bdagbyin,20
pippa,20
sm'ata,20
daglegs,20
baktra,20
a'u'i,20
mrisha,20
y'asta,20
tsinti,20
aantastha,20
rishtha,20
gogang,20
h'atma,20
pratstshi,20
padmam,20
ps'a,20
rli,20
sgyar,20
brashtsu,20
smye,20
kr'ant'a,20
bazhes,20
aarba,20
dangmi,20
tsurna,20
rtsil,20
kakka,20
bilba,20
la'i'o,20
pit,20
saddharmma,20
prastha,20
kritta,20
syandi,20
satka,20
toshyo,20
slur,20
lota,19
mchogmi,19
dushti,19
bya'ogal,19
pritstsh'a,19
aarta,19
',19
badza,19
sprid,19
dikshu,19
aee'o,19
s'ata,19
trang,19
sosems,19
rdzi'u,19
meem,19
rkad,19
tsyam,19
phyva,19
pusta,19
shog'jig,19
aiya,19
gyer,19
makshi,19
supta,19
nita,19
kshat,19
dagmed,19
